tweet_id,text,label
1282587829357490179,"Vous ne connaissez pas de collègues qui ont été violées en toute impunité par un supérieur hiérarchique, donc ?  Mince. Mais vous pouvez peut-être vous informer, non ? Ce n'est pas la première fois que je vous le demande sur Twitter. 🙉🙈🙊  #metoo  #moiaussiEducationNationale https://t.co/R1IqhWgQKl",2
1374666678533951488,-Jsais profiter de ma notoriété pour agresser sexuellement qui jveux puis prétendre à l'absence d'humour chez mes victimes pour légitimer mes actes!  -Bienvenue chez Canal+ !!!!!  #balancetonporc   #PierreMenesOut https://t.co/0YyApNM3jh,2
1463447795877265410,"#metoo #metooinceste  Excusez-moi, j'avais prévu un texte si je craquerais.",2
1305966401887371264,"#MeToo Je zappe : les femmes défendues à la télévision par un imbécile presqu'assexué, c'est trop fort... Hey, les godiches, vous vous prenez pour qui ? QUI ?",2
1350452454782070786,"#metooinceste #NousToutes @memoiretrauma  Je n'avais pas d'âge. Mon père a violé ma mère et moi dans son ventre prête à voir la lumière. Je suis née la tête meurtrie, souillée, avec une mère sidérée, dissociée dans mes bras. Quelques mois après il m'a violée, j'étais un bébé.",3
1268566693011435527,Quand je vois les commentaires sur le #iwas https://t.co/pcHUiXsBGC https://t.co/sLPBfYC2FF,2
1351456927012835328,"Dans le sillage du « #MetooInceste », des élus veulent s’attaquer à la loi https://t.co/UFox8tXHiI via @20minutes",1
1085924683302744064,"@LCI @Nabilla comment faire autrement, que tenter désespérément d'oublier ce émission télé débile qu'est tpmp 😲🤦‍♂️😡 #balancetonporc",2
1363036837003091969,"Bon allez, #metoogay , je suis en 1ere année de droit, j'ai 20 ans à l'époque. Un gay, faluchard et membre corpo DROIT m'envoie un message sur messenger. 3eme message, il m'envoie une photo de mon fessier photographié dans les couloirs en disant que j'ai un beau ptit cul",3
920290953839173634,The latest Le Journal de Kan Julien! https://t.co/k5sCWGzv4k #balancetonporc,1
1452525179775725572,"#metoo J'ai du voir entre 30 et 100 tweets du FIGARO concernant, le livre de Mme Prokhoris. Je crois qu'on appelle cela de la PROPAGANDE et pas de l'INFORMATION.",2
1596245366319742976,"Ni pantins ni soumis, ou les excès du #METOO #Nipantinsnisoumis https://t.co/B0YvW5pvVA https://t.co/P2Oi3UItTU @evedx https://t.co/Znp0YEgErH",1
951403313597177856,"Macron en Chine ne dit pas un mot sur les Droits de l'Homme Deneuve dénonce les victimes dont la parole se libère grâce à #metoo   et #BalanceTonPorc  Lahaie: ""On peut jouir d'un viol"" Delon vomit cette époque. NOUS SOMMES LA NATION FRANÇAISE ...et on vous emmerde!",2
1013344605163663361,@MarleneSchiappa agression sexuelle au travail puis licenciement... en France... en 2017! #Metoomovement #balancetonporc #injustice #cagnotte #leetchi https://t.co/vNHzZ6BkzB :QT: Aidez-moi à ne pas me faire expulser suite à mon licenciement discriminatoire du 1er décembre 2017 ( plainte d'une… https://t.co/wdCTnQK0x6,2
1268991130462535682,"#Iwas 13 quand mon mec de l'époque a abusé de moi. À plusieurs reprises. Parce que j'étais jeune. Parce que je savais pas. J'ai mis des années à me rendre compte que c'était pas normal, après des années chaotiques. Courage à toutes et à tous 💪",3
1464510067387023361,"#metoo ont rajouté la notion de croyance à Aristote pour bien explicité les circonstances et les aleas inherent à notre condition, par exemple, nous faisons partie de ce que nous objectivons ce qui ne se résout que par cette notion qui stoppent les 3 formes de recursivités",0
1430835849529339910,#meetoo #meetooamnesie  #meetooinceste #balancetonporc #stopprescription #ACAT_France En-cas de difficulté psychique mais te feront passer pour mythomane de la maladie honteuse imaginaire devant tes proches,2
919616411215060994,#balancetonporc ce mec qui te pince le sein parce que tu pointes et que c’était tentant. Il a éclaté de rire,3
1110045809989636096,"@Kycs1418 @CNEWS Pas plus malin que certains chefs d'établissement scolaires, agresseurs sexuels récidivistes et qui pavanent, persuadés qu'ils seront toujours protégés par l'administration de l'Education Natioanle, la justice, et leurs amis politiques. #pasdevague #metoo #noustoutes  A suivre...",2
1176953910268964871,"Elle n'a que se qu'elle mérite.  Si vous êtes victime de harcèlement sexuel, dénoncez-le à la justice et non dans réseaux sociaux. #Balancetonporc #balancetacochonne #Balance #metoo https://t.co/1XTAPWFPoF :QT: Harcèlement sexuel : l’initiatrice du mouvement #BalanceTonPorc, Sandra Muller, est condamnée pour ""diffamation"" à… https://t.co/9W4GEkOYrf",2
1581264089208467456,5 ans après #MeToo : le nouveau visage du militantisme féministe - RTN https://t.co/7VthA3i7ms #SocialMedia,1
1350738261967306752,"Moi, je lui dit oui. Du coup on commence à prendre des photos de nos pénis avec nos DS et moi je rigolais (gaminerie quand tu nous tiens...). Au bout de quelques temps, il me demande que je lui suce la bite. #metooinceste",3
1172620130842501120,"Marc Antoine Giot, 21 ans. Je pensais que c'était mon meilleur pote mais il voulait plus. J'étais dans la rue, je riais. Il a eu des propos déplacés. Plus rien n'a de sens. #BalanceTonPorc",3
1268505802890973185,"C’est chaud ce que j’ai vu hier soir avec le #Iwas. Ça peut arriver à nos sœurs, nos cousines ... ça fout la rage de savoir que la plupart de ces fdp sont en liberté. Force aux victimes 💪💪",2
1133782839433076736,Comme dirait le générique de Nicky Larson : le mal est toujours puni. Bravo à la police japonaise et et au courant de ces filles. #MeToo #Japan #japon #hentai https://t.co/Un9tMpbraR,2
1191447451959537666,"Merci et bravo Adèle Haenel &amp; @Mediapart #metoo #çanefaitquecommencer https://t.co/8PT84fWW1j :QT: ""Je n'ai jamais pensé à la justice car il y a une violence systémique qui est faite aux femmes dans le système judiciaire. C'est aussi de ça dont il faut parler. [...] Je crois en la justice mais elle doit se remettre en question pour être représentative de la société"" https://t.co/ItXdKsCpq6",2
922095711403028480,"#MeToo « Parler. Parler tout le temps, parler avec bienveillance, entre hommes et femmes, entre femmes, entre hommes. » Merci @BordierLea ❤️ https://t.co/4J7UO3MiAz",2
919591617207652352,"un gars qui m'avait suivie quand j'allais chez une amie, me disant ""t'as un beau cul, t'es bien foutu"" etc... j'avais 13 ans #balancetonporc",3
1176863497600274432,"""Sandra Muller, la créatrice de #balancetonporc, condamnée pour diffamation"" : https://t.co/NEMYjLSd82",1
1268405816232640512,"Le #Iwas me brise le cœur.. Courrage à toutes ces femmes, on vous croit, on vous soutient👊🏻",2
1464524667092361217,"Alors qu’il fallait à tout prix défendre Nicolas Hulot lorsqu’il était ministre, l’exécutif se dit aujourd’hui du côté des victimes. 🤹🏻‍♂️ #Macron #metoo https://t.co/A4kAtQNBND",2
1193218187392892929,"Marre que les enseignantes soient malmenées par leur propre administration. Mobbing, agressions sexuelles, chasse aux sorcières contre les lanceurs d'alerte et les victimes. STOP ! #PasdeVague #metoo #NousToutesEducationNationale #OmertaEducationNationale https://t.co/G0A0oozvlW",2
1178123692515168256,Et après c’est les mêmes meufs qui font des thread sur le viol #balancetonporc :QT: bon.. y’a des limites quand même hein mdr https://t.co/OexrF4cFQg,2
1158729924875866113,"#MeToo : oui, les plaintes contre le harcèlement sexuel baissent aux Etats-Unis, mais ce n’est pas que réjouissant https://t.co/2PzWYvGT2m",1
919619249836085248,"celui qui te suis, qui siffle et qui continue jusqu’à ce que tu te retournes  #balancetonporc",3
1106184035640983555,The Impact of #MeToo in France: An Interview with Lénaïg Bredoux https://t.co/27vkvaLxam via @nybooks,1
920905983379038209,Enfin un article cohérent sur le sujet #balancetonporc : «Une culpabilité ne se décrète pas sr les réseaux sociaux» https://t.co/spQHCrzXbl…,2
1005470179013398528,@maxouele @Bluray_collec @feuvert_fr Bon faut arrêter de râler pour rien et pour tout non ? Le mec tente une approche .. il ne sait peut etre pas que ta copine est déjà prise. Mais je ne pense pas que sa démarche mérite d’être dénoncée à son employeur et accompagnée d’un #balancetonporc complètement gratuit.,2
920324295372558336,"Penser que les femmes doivent ""arrêter de se laisser faire"" c'est mettre à égalité l' agresseur et la victime🤢 #balancetonporc",2
978977078681964544,"(Et encore, coup de pot, le gendarme-héros-allons-enfants-de-la-patrie est un homme, sinon #BalanceTonPorc nous aurait expliqué qu'il s'agit d'un féminicide, et je crois que j'aurais cassé ma radio à coup de godemiché (rouge) tatoué Allahu akbar et Arbeit macht frei.)",2
1452190326672744448,"📚3 occasions de lire la parole puissante d'#AdèleHaenel en librairie cet automne: 📌Faute de preuves - Enquête sur la justice face aux révélations #MeToo, par @marineturchi, @EditionsduSeuil, à paraître le 10 novembre. Le livre comprendra un entretien exclusif avec la comédienne https://t.co/6YjkuV4l6X",1
938455846459232256,"""Love"" un film de @SophieChamoux est maintenant disponible en ligne.  Je l'ai vu il y a des années et il m'avait secoué.  C'est l’histoire d’un amour fou. Celui qui galvanise, celui qui éteint...  Faites tourner ! #MeToo https://t.co/f1sR0Xn0j0",2
1373930781815488516,Quel est le point commun entre les islamistes et les intégristes féministes ? Ils sont tous deux imperméables au second degré. Ils ne savent plus rire d'eux-mêmes et pourtant il y aurait de quoi.  #balancetonporc,2
1032631025049001984,"@WCM_JustSocial On est sérieusement, sous ce tweet, en train de dire à une victime ""c'est bien de témoigner mais t'aurais pu faire mieux"" ? Face aux connards qui disaient et qui rendaient #balancetonporc vous aviez aussi rappeler aux victimes qu'elles pouvaient plutôt parler ailleurs ?",2
941001155659919361,🇸🇪#Politique #Metoo au ministère de la #Culture Cc @EllesMarchent @MarleneSchiappa @FrancoiseNyssen  @enmarchefr  #EnMarcheSweden  https://t.co/B7vMjhUS2b,2
1148110191298338816,"[ABO] L’après #MeToo  Nous avons enquêté pendant plusieurs mois et recueilli de nombreux témoignages.   En huit articles, le fruit de ce travail : https://t.co/wmgjNgCB7K https://t.co/qxO3aUGXmS",1
920303833359798278,"Un client de où je travaille m'a violé à mort il y a 2mois. Il y a 2semaines, j'ai fait une fausse couche... #MoiAussi #MeToo ...",3
951850361110908929,"""Affirmer que les hommes seraient victimes d'une chasse aux sorcières, dire que #metoo incarne un féminisme puritain et coincé, est une technique rhétorique classique. Il s'agit, pour les adversaires du féminisme, de braquer les projecteurs ailleurs."" https://t.co/dR0aDV8USF",2
1229889150243024904,Clermont-Ferrand | attouchements sexuels présumés entre enfants lors du temps périscolaire https://t.co/1kj9BlpN1I #metoo https://t.co/sjzzAOw1WP,1
939800285794496514,#MeToo enfin un qui a le courage de casser les codes du rap @vins_waza à écouter super texte 🤬🤗 https://t.co/d6d9WGvWsU,2
1191616896547864576,@bernardpivot1 Moi je fais mourir les hommes #balancetonporc,2
1458164091525160960,"Bravo à Old Vic 12, un groupe de jeunes talents du théâtre londonien!   La comédie musicale de Terry Gilliam annulée, à cause de ses propos sur le mouvement #MeToo https://t.co/LJKNc2VV7u via @francemusique",2
1058260858541731840,"@JWJohnWatt @SackLunch5 @karenine2 11ème plaie d'Egypte. La coalition UNSA FCPE SNES. Dans l'intérêt des élèves, casser du prof. Décridibiliser sa parole même en cas d'agression sexuelle.  #pasdevagues #pasdevague #OmertaEN #metoo #moiaussi https://t.co/NSh40T0Qi6",2
1142761532704600064,@SK8BOARDL Après on va retrouver la meuf sur #MeToo,2
1545537299781394435,@unknown37000 @DeRivia8 Ouais c'est comme ça qu'il faut leur parler Faut plus avoir peur d'eux #MeToo,2
1003139687287001088,"@MoutonBotanique Un bilan de stage où l’ide met « ravissante »,c’est n’importe https://t.co/oBFgwnC6Iu technique de drague bidon...Encore un loser. Il ne l’aurait pas mis,il profite de sa position ce petit #Weinsten #balancetonporc https://t.co/VKlbzPt177",2
1313127299827539969,Toujours utile de partager cette campagne de l’association HandsAway. (Agence : TBWA\Paris) #Respect #balancetonporc #MeToo #harcellement #femmes https://t.co/trvc5TCLYm,2
1495299920328380423,@Tif_alter @JulieLenas #JusticePourCharlote #MeToo  Mon total soutien à @CharloteArnould,2
1351680459483312131,Courage à toutes les victimes. Il faut que la honte change de camp!! #MetooInceste,2
969691209898872832,"https://t.co/knTMMW6IAR  #MeToo, à force de « mais » on n’avance pas https://t.co/Kkt2nNQfKR",1
1129385001060098048,@SNALC_CRETEIL @TransparencyEN @jmblanquer refuse catégoriquement de prendre les mesures pour que cesse  la répression envers lanceurs d'alerte et victimes des violences morales ou sexuelles des chefs d'établissements. 🙊🙉🙈  Cela sera étalé au grand jour bientôt.  #metoo  #PasdeVague  https://t.co/Fplj2SgiQq,2
1538138671077113857,@Antechrist777 Ce procédé ressemble à celui d’ «1 journée bien remplie » du sus-cité Étonnée dc qu’il ne se vengea pas Tôt pensé situation incestueuse chez Trintignant (interviews père) contre Marie  Elle s’est affichée au théâtre avec lui 😟et a fini sa vie sous les coups de Cantat 😟 #MeToo,2
1470105352477851655,"Une seule chose à dire sur la énième tribune anti-féministe de l'autre torchon. Si vous pensez vraiment que #MeToo ""menace l'édifice démocratique"" (je rappelle donc des femmes réclamant justice pour les violences sexuelles subies) : votre ""démocratie"" sent serieusmeent le moisi.",2
1268604097290264576,"Arrêtez de poser des questions aux personnes qui tweetent avec le #Iwas, mesurez déjà le courage qu'il faut pour en parler..",2
926190351983022080,@NicolasSemaille @mihai032012 #balancetonporc est un hashtag très facilement recyclable au «propre» comme au figuré...,2
933311494007279618,"@EricNaulleau Vous avez raison @ericNaulleau , le traitement est timide.... rien à voir avec le battage médiatique auquel #balancetonporc nous a habitué jusque là. @bhl  qui vole au secours d'#haziza et dénie scandaleusement le statut de victime d' #AstriddeVillaines est aussi une première.",2
1347107159864172544,Un jour je me suis fait viole a l'arrêt de tram par 9 hommes de couleur noirs #balancetonporc,3
1352384551025258497,J'avais fraîchement eu 18ans. La sensation de maturité m'a sans doute fait baisser ma garde... #metoogay Soutien à tous pour vos témoignages. Je suis avec vous et je vous soutiens énormément.,3
1464621623668092933,"@StanGuerini a choisi pour être tête de liste LREM un homme condamné pour avoir étranglé et violenté sa femme. Comment c'est possible bordel ?!?😡  ""la grand cause nationale"" quelle putain de cynisme !  #MeTooPolitique  #MeToo https://t.co/CMxWjLoiBT",2
1235246935105318917,"Il faut vraiment dé""Carbone""r la société d'ici 2050. Enjeu écologiste, social et féministe. #BalanceTonPorc Olivier Carbone. Soutien à Adèle #Haenel :QT: Un directeur de casting promet « une bonne omerta de carrière morte bien méritée » à Adèle Haenel pour avoir protes… https://t.co/uQ47XdA4Jo",2
1309506030330695689,"#LHForum ❝ On pénètre les sols sans leur #consentement, on pénètre les marchés financiers sans leur consentement… Et si tout le système actuel était basé sur le non-consentement ? ❞ ‒ Lisa Azuelos 💬  #ActForPositive #EconomiePositive #TerritoiresPositifs #MeToo https://t.co/D0iJtcPK20",2
1544084320255606784,"Accusée (&amp; renvoyée) de harcèlement sexuel, d’inconduite sexuelle et séquestration par les autorités du cégep, sans preuves concrètes, sans enquête, et sans prendre ma version des faits. Et le tout validée par l’avocate du cégep. Les débordements flagrants du mouvement #MeToo",2
1268902876409184259,"#Iwas 13 et j'étais ""sa petite p*te gratuite""...",3
954296283514245121,"Robert Redford: le mouvement #Metoo se trouve à un ""tournant"" - L’acteur et réalisateur américain Robert Redford, 81 ans, a donné jeudi à Park City, dans l’Utah, le coup d’envoi du festival du film de Sundance, consacré aux films indépendants. L’occas... https://t.co/zHZzyfvNrG",1
1268962457206362113,Ça me brise le coeur le nombre de filles qui ont fait le #Iwas...,2
919883594864189441,il te parle à toi d'à quel point il aime l'odeur d'unetelle et croquerait bien l'autre pour le goûter. #balancetonporc,3
1532699241830920193,"@RomanScrittori @Telerama @BarbaraFormis @garniervalentin Nan mais à croire qu'il faut absolument les croire sur parole c'est énervant avec comme seul argument ""je suis une femme."" Elles veulent quoi, qu'on revienne en arrière au moment des sorcières de Salem ? Heard a voulu mêler #MeToo à son affaire, qu'elles se demerdent entre elles.",2
1578487311809282048,@mariecchambel Soutien à toi Marie Coquille-Chambel @mariecchambel ! #MeToo #MeTooTheatre,2
1192194476367863808,"Qui sont les 2 signataires qui justifient le viol selon C. De Haas ? #balancetonporc . La ""convergence des luttes"" se fait aux forceps. Je ne signe pas mais j'irai quand même, avec une ceinture de chasteté https://t.co/agK8uAh8wt",2
1237028279284043776,Quand tu te fais harceler par le maire de Cholet.  #balancetonporc https://t.co/YDI0d1WgRh,3
1323642493745963008,Éthique et chef du Bloc sont incompatibles. #cocaine #cimenterie #bape #petrole #gazdeschiste #Anticosti #SNC #polqc #polcan #metoo  https://t.co/bwCHNMv25E,0
1033327755209990144,À se demander (enfin) si #metoo ne poserait pas des questions sur les rapports de classes et de pouvoir plutôt que de genre... https://t.co/XcfayaYFYx,2
1403945728792276993,@AndjouaStephen1 @fortuneyasmina @AndjouaStephen1 alors toi c’est pareil que pour @RonaldoEdouard vous arrêtez vos connerie les mecs #BalanceTonPorc,2
942897799569596416,"Les blancs avec #blackface, c'est comme les hommes avec #BalanceTonPorc  On vous demande pas votre avis en fait 😂 #stayinyourline",2
919963219824922624,#Metoo C'était la raison de mon départ de Lomé et de mon ancien employeur. J'ai été victime d'agression sexuelle de deux de mes collègues. https://t.co/QA94RP5ABO,3
